"","normal0","normal0.1","normal0.2","normal0.3","normal0.4","normal0.5","normal0.6","normal0.7","normal0.8","normal0.9","normal1"
"1",-1.77574974198621e-17,0.0791018492106193,0.166126510935696,0.257843895908129,0.356017108792638,0.450542193259446,0.555934417067506,0.657480988205965,0.752214024213675,0.860443715910763,0.978631889291747
"2",1,0.920898150789381,0.833873489064304,0.742156104091871,0.643982891207362,0.549457806740554,0.444065582932494,0.342519011794035,0.247785975786325,0.139556284089237,0.0213681107082527
