"","gene_id","SRR8185859.count","SRR8185860.count","SRR8185861.count","SRR8185862.count","SRR8185863.count","SRR8185864.count","SRR8185865.count","SRR8185866.count","SRR8185871.count","SRR8185872.count","SRR8185873.count","SRR8185874.count","SRR8185875.count","SRR8185876.count","SRR8185878.count","SRR8185891.count","SRR8185892.count","SRR8185896.count","SRR8185897.count","SRR8185898.count","SRR8185899.count","SRR8185902.count","SRR8185905.count","SRR8185906.count","SRR8185907.count","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105165.count","SRR2105166.count","SRR2105207.count","SRR2105208.count","SRR2105239.count","SRR2105240.count","SRR2105247.count","SRR2105335.count","SRR2105336.count","SRR8992369.count","SRR8992370.count","SRR8992371.count"
"2236","hsa-miR-6791-3p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2237","hsa-miR-6791-5p",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,4,6,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2238","hsa-miR-6792-3p",3,3,4,4,1,3,1,1,15,14,11,8,11,8,25,4,5,18,17,12,17,33,10,22,23,1,6,6,22,8,14,7,29,6,45,2,1,3,0,0,0
"2239","hsa-miR-6792-5p",12,6,11,6,7,9,14,4,30,44,56,62,67,66,64,15,18,66,79,88,61,153,125,118,140,16,21,6,9,8,20,3,16,5,9,16,10,22,2,2,1
"2240","hsa-miR-6793-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2241","hsa-miR-6793-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2242","hsa-miR-6794-3p",10,7,11,7,5,7,5,3,447,426,50,54,59,56,48,7,7,52,53,54,40,120,135,113,125,9,53,4,20,12,24,9,49,8,33,15,16,32,10,6,3
"2243","hsa-miR-6794-5p",2,1,1,0,3,3,1,0,10,11,3,2,3,3,5,1,2,14,12,6,11,20,15,18,18,0,3,1,2,1,3,1,8,0,2,2,2,0,0,1,0
"2244","hsa-miR-6795-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2245","hsa-miR-6795-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2246","hsa-miR-6796-3p",0,0,0,0,0,0,0,0,2,1,4,1,2,2,2,0,0,3,2,0,3,0,4,3,2,2,5,1,4,2,7,0,3,0,3,2,0,7,3,1,0
"2247","hsa-miR-6796-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2248","hsa-miR-6797-3p",0,0,0,0,0,0,0,0,13,16,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2249","hsa-miR-6797-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2250","hsa-miR-6798-3p",3,4,3,9,4,4,3,4,63,65,27,34,25,32,43,6,6,89,81,78,93,87,95,84,93,12,28,9,24,13,24,7,39,12,39,15,13,26,9,11,12
"2251","hsa-miR-6798-5p",0,1,0,0,0,0,0,1,2,4,0,0,0,2,10,2,5,0,4,2,0,7,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2252","hsa-miR-6799-3p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2253","hsa-miR-6799-5p",0,0,0,0,0,0,0,0,2,2,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,1,1,3,3,0,0,0
"2254","hsa-miR-6800-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2255","hsa-miR-6800-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2256","hsa-miR-6801-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2257","hsa-miR-6801-5p",6,4,7,6,7,2,7,8,58,62,29,31,42,48,32,6,4,110,89,103,91,59,58,62,60,3,13,0,6,3,5,4,7,2,9,13,4,11,0,2,0
"2258","hsa-miR-6802-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2259","hsa-miR-6802-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2260","hsa-miR-6803-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2261","hsa-miR-6803-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2262","hsa-miR-6804-3p",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,5,1,2,0,1,0,0,0,1,0,2,0,0,3,0,0,1
"2263","hsa-miR-6804-5p",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2264","hsa-miR-6805-3p",0,3,0,1,0,1,5,0,6,6,5,2,6,4,5,1,0,7,6,8,12,8,5,5,9,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
"2265","hsa-miR-6805-5p",0,0,1,1,1,0,1,0,8,14,5,3,7,7,13,1,1,5,9,4,5,22,12,14,6,1,1,1,0,1,2,1,4,0,3,0,0,2,0,0,0
"2266","hsa-miR-6806-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2267","hsa-miR-6806-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2268","hsa-miR-6807-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2269","hsa-miR-6807-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270","hsa-miR-6808-3p",53,43,48,53,50,52,55,62,285,308,317,288,291,305,156,31,31,466,428,564,506,338,351,425,400,65,214,58,181,90,171,55,292,36,248,100,152,373,47,57,36
"2271","hsa-miR-6808-5p",1,3,1,3,0,3,4,1,13,16,9,7,9,9,17,5,3,9,9,14,17,27,8,11,14,3,4,7,12,4,13,3,16,2,12,2,1,7,0,0,1
"2272","hsa-miR-6809-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2273","hsa-miR-6809-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2274","hsa-miR-6810-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2275","hsa-miR-6810-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2276","hsa-miR-6811-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2277","hsa-miR-6811-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2278","hsa-miR-6812-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2279","hsa-miR-6812-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2280","hsa-miR-6813-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2281","hsa-miR-6813-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2282","hsa-miR-6814-3p",0,0,0,0,0,0,0,1,4,3,5,5,3,3,3,0,1,1,1,1,1,9,5,4,3,2,3,3,6,1,3,0,8,3,6,2,8,11,1,3,0
"2283","hsa-miR-6814-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2284","hsa-miR-6815-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2285","hsa-miR-6815-5p",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2286","hsa-miR-6816-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2287","hsa-miR-6816-5p",0,0,0,1,0,0,0,1,9,14,3,4,2,5,11,1,4,9,5,11,16,44,6,3,5,2,6,1,4,0,1,1,8,0,4,2,4,7,0,0,0
"2288","hsa-miR-6817-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2289","hsa-miR-6817-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2290","hsa-miR-6818-3p",0,0,0,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2291","hsa-miR-6818-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2292","hsa-miR-6819-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2293","hsa-miR-6819-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2294","hsa-miR-6820-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2295","hsa-miR-6820-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2296","hsa-miR-6821-3p",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"2297","hsa-miR-6821-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2298","hsa-miR-6822-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2299","hsa-miR-6822-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300","hsa-miR-6823-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2301","hsa-miR-6823-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"2302","hsa-miR-6824-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2303","hsa-miR-6824-5p",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2304","hsa-miR-6825-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2305","hsa-miR-6825-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2306","hsa-miR-6826-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2307","hsa-miR-6826-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2308","hsa-miR-6827-3p",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2309","hsa-miR-6827-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310","hsa-miR-6828-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2311","hsa-miR-6828-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2312","hsa-miR-6829-3p",8,2,7,2,6,7,8,4,182,195,37,55,46,41,40,8,5,41,44,39,38,93,75,93,78,4,31,7,9,8,13,6,16,6,25,10,8,22,5,1,2
"2313","hsa-miR-6829-5p",1,0,1,0,0,0,1,0,1,1,1,0,3,1,2,0,0,2,4,3,2,5,3,0,4,0,0,2,0,0,0,1,1,0,0,1,0,2,0,1,0
"2314","hsa-miR-6830-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2315","hsa-miR-6830-5p",4,6,2,6,3,0,0,9,80,83,11,23,18,26,59,7,24,54,41,67,83,220,44,34,41,11,24,6,18,1,9,2,42,0,21,11,16,49,0,3,0
"2316","hsa-miR-6831-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2317","hsa-miR-6831-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2318","hsa-miR-6832-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2319","hsa-miR-6832-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2320","hsa-miR-6833-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2321","hsa-miR-6833-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2322","hsa-miR-6834-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2323","hsa-miR-6834-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2324","hsa-miR-6835-3p",27,27,31,37,30,36,31,23,190,205,172,177,174,197,175,42,44,405,352,396,390,419,447,489,492,15,48,17,41,20,32,13,67,14,71,26,24,38,22,23,18
"2325","hsa-miR-6835-5p",131,203,234,228,206,251,245,338,1222,1255,1457,1449,1662,1561,1010,240,331,1002,1038,1184,1284,7944,1993,2047,2331,182,423,267,580,254,331,227,1518,232,1146,371,740,2273,59,57,12
"2326","hsa-miR-6836-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2327","hsa-miR-6836-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2328","hsa-miR-6837-3p",0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2329","hsa-miR-6837-5p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2330","hsa-miR-6838-3p",7,7,8,9,4,1,0,4,63,65,25,27,24,28,13,1,3,36,36,48,41,40,36,48,43,4,6,2,7,4,7,1,2,0,4,3,6,8,2,0,1
"2331","hsa-miR-6838-5p",9,14,14,12,8,10,14,13,28,32,66,66,56,63,34,7,4,95,71,81,85,87,73,81,107,2,10,3,3,5,8,0,13,1,11,6,5,13,4,0,0
"2332","hsa-miR-6839-3p",6,6,2,8,3,2,2,13,81,84,28,41,29,34,64,8,27,69,64,74,98,235,60,54,67,13,24,8,19,6,8,3,48,0,19,11,17,60,0,6,0
"2333","hsa-miR-6839-5p",9,6,2,3,5,3,4,3,12,14,27,29,24,23,13,2,4,52,44,51,37,40,35,40,60,5,8,5,6,5,6,1,4,4,11,8,7,14,3,3,5
"2334","hsa-miR-6840-3p",0,0,1,1,0,0,0,0,5,4,2,11,8,5,1,0,0,0,1,3,4,8,3,7,2,1,1,0,1,0,0,1,4,0,6,3,4,8,0,0,0
"2335","hsa-miR-6840-5p",9,8,12,14,1,8,9,4,30,40,39,39,40,43,84,11,9,89,86,93,84,193,103,95,119,9,15,16,27,9,22,13,39,6,37,12,10,16,1,2,1
"2336","hsa-miR-6841-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2337","hsa-miR-6841-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2338","hsa-miR-6842-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2339","hsa-miR-6842-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2340","hsa-miR-6843-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2341","hsa-miR-6844",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2342","hsa-miR-6845-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2343","hsa-miR-6845-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2344","hsa-miR-6846-3p",24,19,23,17,15,24,25,15,89,99,123,125,127,127,113,31,32,143,154,159,131,380,278,272,281,37,71,16,44,22,53,9,46,7,42,55,24,53,8,9,4
"2345","hsa-miR-6846-5p",1,3,1,2,0,1,0,2,2,5,6,4,5,3,15,0,0,6,7,13,9,21,14,12,15,0,0,0,0,0,2,1,3,0,5,0,1,0,1,1,0
"2346","hsa-miR-6847-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2347","hsa-miR-6847-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2348","hsa-miR-6848-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2349","hsa-miR-6848-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2350","hsa-miR-6849-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2351","hsa-miR-6849-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2352","hsa-miR-6850-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2353","hsa-miR-6850-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2354","hsa-miR-6851-3p",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2355","hsa-miR-6851-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2356","hsa-miR-6852-3p",0,0,0,0,2,1,0,0,19,16,25,16,16,17,15,0,2,31,30,32,25,31,20,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2357","hsa-miR-6852-5p",12,11,5,8,9,10,13,8,142,116,150,139,145,167,49,14,11,441,453,427,425,205,369,473,436,0,0,2,3,3,4,0,0,0,0,0,1,2,0,1,0
"2358","hsa-miR-6853-3p",0,0,0,0,0,0,0,0,0,0,2,3,4,1,3,0,0,0,0,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2359","hsa-miR-6853-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2360","hsa-miR-6854-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2361","hsa-miR-6854-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2362","hsa-miR-6855-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2363","hsa-miR-6855-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2364","hsa-miR-6856-3p",12,9,11,10,10,6,5,9,49,53,42,48,58,59,29,8,14,71,73,78,74,104,92,87,97,10,23,2,9,12,18,4,9,4,15,10,7,23,4,5,1
"2365","hsa-miR-6856-5p",4,0,2,3,2,5,2,3,30,32,16,18,15,16,15,3,1,31,34,31,42,19,25,40,26,0,3,0,7,3,7,0,9,0,5,0,3,4,4,4,2
"2366","hsa-miR-6857-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2367","hsa-miR-6857-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2368","hsa-miR-6858-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2369","hsa-miR-6858-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2370","hsa-miR-6859-3p",0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2371","hsa-miR-6859-5p",0,0,0,0,2,0,1,0,0,2,3,3,2,5,4,0,0,14,10,10,8,0,12,14,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"2372","hsa-miR-6860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
